first.name,last.name,ID,h.index,i10.index,citations,years.active,tweets,following,followers,username,twitter
Muhammad,Arby,par149,5,2,63,22,,,,,0
Ashish,Arora,par15,20,30,1707,28,,,,,0
Toshi,Arimura,par150,6,5,180,15,,,,,0
Manuel,Artís,par151,13,14,419,16,,,,,0
Jeffrey,Arnold,par152,1,1,229,1,,,,,0
Rabah,Arezki,par153,16,22,815,17,,,,,0
Hal,Arkes,par154,8,7,301,25,,,,,0
Francisco,Arze del Granado,par155,4,2,133,8,,,,,0
Alex,Armstrong,par156,4,0,25,10,,,,,0
Henry,Aray,par157,1,0,6,12,,,,,0
Veni,Arakelian,par158,1,0,1,4,,,,,0
Mesut,Arslan,par159,1,0,2,7,,,,,0
Elena,Argentesi,par161,4,3,128,15,,,,,0
Hiroki,Arato,par166,3,0,18,7,,,,,0
Alejandro,Arrieta,par167,2,0,6,4,,,,,0
Katerina,Arnostova,par168,2,2,50,7,,,,,0
Ryo,Arawatari,par169,4,0,26,5,,,,,0
M. Jose,Aracil,par17,1,0,3,1,,,,,0
Enriqueta,Aragones,par170,9,9,267,23,,,,,0
Cristina,Arellano,par171,11,11,884,15,,,,,0
Beatriz,Armendáriz,par173,8,8,598,21,,,,,0
Spyros,Arvanitis,par176,10,10,389,24,,,,,0
Adeleke,Aremo,par177,1,0,1,1,,,,,0
Olivier,Armantier,par178,7,4,184,20,,,,,0
Paschalis,Arvanitidis,par179,2,1,40,11,,,,,0
Paula,Armstrong,par180,3,0,20,1,,,,,0
Daniel,Artana,par184,4,1,63,26,,,,,0
Goksel,Armagan,par187,2,0,7,4,,,,,0
Jean-Louis,Arcand,par189,8,8,514,24,,,,,0
Dan,Armeanu,par190,3,0,26,10,,,,,0
Camila,Arza,par191,2,0,8,2,,,,,0
Leandro,Arozamena,par192,6,4,138,17,,,,,0
M. Oguz,Arslan,par193,1,0,1,5,,,,,0
David,Ardia,par194,6,4,122,14,,,,,0
Philippe,Artzner,par196,3,2,1263,21,,,,,0
Andres,Aradillas-Lopez,par198,5,3,130,9,,,,,0
Benito,Arru��ada,par20,7,5,203,31,32400,733,7294,@benitoarrunada,1
Joaquin,Arias,par200,1,0,1,1,,,,,0
Yakup,Arisoy,par202,2,0,18,10,,,,,0
Marc,Artzrouni,par205,4,1,39,28,,,,,0
Mario,Arend,par207,1,0,2,5,,,,,0
Georgios,Argitis,par208,3,1,53,14,,,,,0
Iván,Arribas,par209,4,1,56,17,,,,,0
Amélie,Artis,par210,1,0,3,5,,,,,0
Peter,Arcidiacono,par211,10,10,717,13,,,,,0
Antonio,Argandona,par213,5,4,86,25,,,,,0
Davide,Arduini,par214,1,1,22,1,,,,,0
Anil,Arya,par215,8,7,209,16,,,,,0
Francisco,Arizala,par216,1,0,8,8,,,,,0
Shiro,Armstrong,par219,4,0,38,10,,,,,0
Bruno,Arpino,par220,5,1,78,10,,,,,0
Erhan,Artuc,par221,7,5,288,9,,,,,0
Andrea,Ariu,par223,4,2,49,6,,,,,0
Javier,Arin,par225,6,5,106,11,,,,,0
Luca,Arciero,par227,2,1,60,10,,,,,0
Ivan,Araya,par228,1,1,10,6,,,,,0
Iñaki,Arto,par229,6,3,214,11,,,,,0
David,Aristei,par230,7,5,208,11,,,,,0
Thankom,Arun,par231,6,4,140,18,,,,,0
Catherine,Araujo Bonjean,par232,5,2,105,18,,,,,0
Adrian,Armas,par233,6,4,86,14,,,,,0
Aykut,Arslan,par234,1,0,10,4,,,,,0
Rodrigo,Arriagada,par235,1,1,30,4,,,,,0
Vadim,Arkin,par236,2,0,9,19,,,,,0
Bustanul,Arifin,par237,2,1,14,8,,,,,0
Jasmina,Arifovic,par24,12,13,529,23,,,,,0
María,Arrazola,par240,6,4,93,23,,,,,0
Mauricio,Arias,par241,2,0,11,5,,,,,0
Cally,Ardington,par242,6,6,293,13,,,,,0
Panagiotis,Artikis,par243,3,0,15,11,,,,,0
Giuseppe,Arbia,par244,8,7,232,20,,,,,0
Yavuz,Arslan,par245,3,2,47,8,,,,,0
Florian,Artinger,par246,1,0,7,2,,,,,0
Daniel,Arce,par247,8,6,221,21,,,,,0
Adiwan,Aritenang,par248,1,0,2,5,,,,,0
Christine,Arriola,par249,2,0,5,2,,,,,0
Jorge,Araña,par25,5,2,74,11,,,,,0
Bodo,Aretz,par250,5,2,66,6,,,,,0
Giampaolo,Arachi,par251,5,3,90,15,,,,,0
Dayanand,Arora,par252,1,0,2,1,,,,,0
Carlos,Arnade,par254,9,9,201,29,,,,,0
Marco,Arena,par256,4,3,216,11,,,,,0
Gaurab,Aryal,par257,4,1,32,5,,,,,0
Fabio R.,Arico',par259,2,1,20,11,,,,,0
Yoichi,Arai,par262,4,1,53,16,,,,,0
Ali,Ari,par263,1,0,4,10,,,,,0
Nasser,Ary Tanimoune,par264,4,0,33,15,,,,,0
Saioa,Arando Lasagabaster,par266,2,1,13,1,,,,,0
Sonia,Araujo,par267,3,1,34,8,,,,,0
Patrick,Arni,par269,5,3,135,6,,,,,0
Sreejith,Aravindakshan,par271,2,0,8,6,,,,,0
Kentaka,Aruga,par272,4,1,40,14,,,,,0
Costas,Arkolakis,par274,12,13,1541,11,,,,,0
Lise,Arena,par277,1,0,1,10,,,,,0
Carolina,Arteaga Cabrales,par278,2,0,10,8,,,,,0
Vipin,Arora,par279,8,6,119,6,,,,,0
Murat,Arik,par28,1,0,2,11,,,,,0
Bahar,Araz Takay,par281,1,1,12,3,,,,,0
Piotr,Arendarski,par282,1,0,1,4,,,,,0
Georgy,Artemov,par283,4,1,36,9,,,,,0
Yutaka,Arimoto,par284,4,1,34,12,,,,,0
Bethlehem,Argaw,par288,1,0,2,4,,,,,0
Elif,Arbatli,par289,4,2,63,13,,,,,0
Janine,Aron,par29,10,10,539,25,,,,,0
Eva,Arceo-Gomez,par290,5,4,112,8,3195,466,900,@evaoarceo,1
Eurilton,Araújo,par291,3,0,22,14,,,,,0
Julio,Arteaga,par292,1,0,4,16,4120,72,346,@jc_artegar,1
Raquel,Arévalo,par293,2,0,17,16,,,,,0
Babur,Arif,par294,1,0,6,2,,,,,0
Miguel,Artiach,par295,1,0,4,1,,,,,0
Meltem,Aran,par298,3,1,74,4,,,,,0
Adina,Ardelean,par299,1,1,16,1,,,,,0
Jose,Arranz,par3,7,4,111,16,,,,,0
Waldyr,Areosa,par301,6,4,89,11,,,,,0
Marta,Arespa Castello,par302,2,2,66,5,,,,,0
Aysen,Araç,par304,2,0,12,5,,,,,0
Michael,Arnold,par306,6,5,178,26,,,,,0
Drew,Arnold,par307,2,0,11,3,,,,,0
Xosé Carlos,Arias Moreira,par309,1,0,2,8,,,,,0
Maria,Arbatskaya,par31,7,6,174,18,,,,,0
Nabeela,Arshad,par310,1,1,10,18,,,,,0
Tiziano,Arduini,par312,3,0,12,5,,,,,0
Feyza,Arica,par313,2,0,5,2,,,,,0
Annageldy,Arazmuradov,par314,1,0,7,5,,,,,0
Oihana,Aristondo,par315,3,0,18,7,,,,,0
Miguel,Aramendia,par316,1,0,9,11,,,,,0
Ricardo,Araujo,par318,5,1,81,16,,,,,0
Channing,Arndt,par319,18,32,1147,21,,,,,0
Mohamed,Arouri,par32,18,27,1224,15,,,,,0
Umaima,Arif,par320,2,1,24,3,,,,,0
László,Árva,par322,1,0,1,21,,,,,0
Mengistu,Aredo,par323,1,0,5,4,,,,,0
Stefan,Arping,par325,5,2,82,17,,,,,0
Eliane,Araujo,par326,4,0,44,8,,,,,0
Mohamed,Ariff,par327,6,4,152,26,,,,,0
Angel,Arcos,par330,1,0,10,8,,,,,0
Rosa,Armenta Vergara,par331,1,0,1,1,,,,,0
Sergey,Arzhenovskiy,par332,2,0,5,12,,,,,0
Gustavo,Araujo,par333,1,0,1,15,,,,,0
Alex,Armand,par334,3,1,23,2,,,,,0
Evren,Arik,par336,1,0,3,2,,,,,0
Nuran,Arslaner,par337,2,0,7,20,6,495,81,@noorarx,1
Rodrigo,Arim,par339,5,0,50,14,635,824,3035,@rodrigoarim1,1
S. Boragan,Aruoba,par34,14,19,1329,16,,,,,0
Sergio René,Araujo Enciso,par340,2,0,7,7,,,,,0
Liza,Archanskaia,par341,2,0,12,4,,,,,0
Gisella,Aragón,par345,1,0,1,5,,,,,0
Yannis,Arvanitis,par347,1,0,4,4,,,,,0
María,Aráoz,par348,1,0,3,10,,,,,0
Stephen,Armah,par349,2,0,7,1,,,,,0
Luis,Araujo,par35,5,3,184,13,,,,,0
Paúl,Arenas,par350,1,0,1,1,,,,,0
Marc,Arnold,par351,3,0,18,6,,,,,0
Tanja,Artiga Gonzalez,par352,2,0,6,5,,,,,0
Amir,Arjomandi,par355,3,1,24,6,,,,,0
Kai,Arzheimer,par356,1,0,3,6,,,,,0
Maria Felice,Arezzo,par359,1,0,1,5,,,,,0
Matilde,Arranz,par36,1,0,1,8,,,,,0
Aykut,Sarkgunesi,par360,10,10,451,1,,,,,0
Agustin,Arcenas,par361,3,3,177,12,,,,,0
Nabila,Arfaoui,par362,1,0,3,2,,,,,0
Damilola,Arawomo,par364,1,0,3,3,,,,,0
Francisco,Areal,par365,4,1,43,6,,,,,0
Saurabh,Arora,par367,2,0,11,9,,,,,0
Aloisio,Araujo,par368,15,27,638,40,,,,,0
Leticia,Arroyo Abad,par370,3,1,32,6,3486,626,437,@larroyoabad,1
Luz Marina,Arias,par371,1,0,4,3,,,,,0
J. J.,Arias,par372,1,1,15,10,,,,,0
Aleksandra,Arkit,par373,1,0,1,1,,,,,0
Janne,Artell,par374,3,0,26,9,,,,,0
Javier,Aranzadi,par377,1,0,2,1,,,,,0
Oscar,Arce,par381,5,5,171,12,,,,,0
Ignacio,Arbués,par387,1,0,1,5,,,,,0
Erik,Arnold,par388,4,1,50,23,,,,,0
Akira,Ariyoshi,par389,1,1,161,1,,,,,0
Josep-Maria,Arauzo-Carod,par39,8,8,291,18,,,,,0
Fidel,Aroche Reyes,par390,3,1,27,21,,,,,0
Juan,Arismendi Zambrano,par392,2,0,10,3,,,,,0
Cemal Eren,Arbatli,par394,2,1,37,3,,,,,0
Ferhat,Arslaner,par395,3,0,16,18,390,888,165,@farslaner,1
Manuel,Arellano,par4,17,24,14926,30,,,,,0
Eric,Arthur,par400,1,0,7,1,,,,,0
R. Pablo,Arribillaga,par402,1,0,8,3,,,,,0
Imtiaz,Arif,par403,3,0,27,7,,,,,0
Pier Giorgio,Ardeni,par407,4,3,114,24,,,,,0
Vladimir,Arcabic,par409,2,0,4,7,,,,,0
Georgeanne,Artz,par411,5,3,85,17,,,,,0
I Kadek Dian,Artha,par414,2,0,9,5,,,,,0
Samson,Aredo,par415,1,0,2,17,,,,,0
Bj�?rn,Arnarson,par416,1,0,4,7,184,535,115,@bjorci,1
Yves,Arrighi,par420,1,0,7,8,,,,,0
Daniel,Arnold,par423,3,0,19,5,,,,,0
Ekaterina,Arabska,par425,1,0,1,3,,,,,0
Michael,Arnold,par427,2,0,6,2,,,,,0
Malin,Arve,par428,1,0,3,3,,,,,0
Philip,Arestis,par43,20,47,1889,41,,,,,0
Diksha,Arora,par430,1,0,2,2,,,,,0
Koki,Arai,par431,2,0,9,10,,,,,0
Gaurav,Arora,par433,1,0,2,2,,,,,0
Yavuz,Arasil,par441,1,0,1,2,,,,,0
Omar,Arias,par443,5,4,231,12,,,,,0
Carlos,Arias,par446,6,4,175,17,,,,,0
Ahmed,Arif,par447,1,0,5,1,,,,,0
Martin,Arias,par450,2,0,12,5,,,,,0
James,Archsmith,par451,1,0,5,2,,,,,0
Natsuki,Arai,par452,1,0,8,3,,,,,0
Irani,Arraiz,par454,3,2,123,11,,,,,0
Anil,Ari,par455,1,0,2,2,,,,,0
Nitin,Arora,par457,1,0,2,5,,,,,0
Hirofumi,Arai,par459,1,0,1,1,,,,,0
Rima,Artha,par463,3,2,53,9,,,,,0
Vellore,Arthi,par464,2,0,5,5,,,,,0
Hamzeh,Arabzadeh Jamali,par465,1,0,1,1,,,,,0
Sasho,Arsov,par466,1,0,1,1,,,,,0
Andreu,Arenas,par467,1,0,1,1,,,,,0
Richard,Arena,par469,7,4,156,40,,,,,0
Marco,Arnone,par47,6,5,233,13,,,,,0
Angus,Armstrong,par470,3,0,18,6,,,,,0
Irma,Arteaga,par471,2,0,10,13,,,,,0
Enzo,Arcangeli,par473,2,1,22,13,,,,,0
Annamaria,Artner,par474,1,0,2,22,,,,,0
Hanna,Armelius,par479,3,1,30,12,,,,,0
M. Caridad,Araujo,par484,9,9,283,13,,,,,0
Maria,Arbelaez,par486,4,2,60,23,,,,,0
Fabio,Arias Arbeláez,par488,2,0,13,12,,,,,0
Jacob,Arendt,par49,5,3,227,15,,,,,0
Rodrigo,Aranda Balcazar,par493,1,1,12,8,,,,,0
Seema,Arora,par494,5,5,384,5,,,,,0
Fernando,Arias-Rodríguez,par495,3,2,38,7,,,,,0
Cansin,Arslan,par496,1,1,21,1,,,,,0
Osman Nuri,Aras,par498,1,0,8,17,,,,,0
Guzin,Akin,par50,4,2,105,12,,,,,0
Carmen,Armas,par502,1,0,1,1,,,,,0
Isabel,Argimon,par505,4,2,97,31,,,,,0
Akarsh,Arora,par506,13,15,609,1,,,,,0
Andres,Aradillas-Lopez,par507,2,0,8,9,,,,,0
Keir,Armstrong,par51,1,0,4,8,,,,,0
Rogério,Arthmar,par52,1,0,4,16,,,,,0
Josu,Arteche,par54,5,3,150,19,,,,,0
Alfredo,Ariza,par57,1,1,12,4,,,,,0
Jens,Arnold,par61,14,16,1014,14,,,,,0
David,Arseneau,par64,5,4,152,13,,,,,0
J.,Armstrong,par65,15,18,694,43,,,,,0
Luc,Arrondel,par66,10,12,493,29,,,,,0
Kenneth,Arrow,par7,27,50,5676,56,,,,,0
Alfonso,Arpaia,par71,9,9,238,15,,,,,0
Luis,Arango Thomas,par73,10,11,339,22,,,,,0
Emrah,Arbak,par76,6,3,100,12,,,,,0
Carmen,Arguedas,par78,6,1,64,20,,,,,0
Michael,Artis,par79,23,45,1952,47,,,,,0
Wiji,Arulampalam,par8,21,29,2131,35,,,,,0
Jorge,Arbache,par80,9,8,306,19,,,,,0
Elias,Aravantinos,par82,1,0,1,5,,,,,0
Hulya,Arik,par83,1,0,1,3,,,,,0
F. Alfonso,Arellano,par84,2,2,52,11,,,,,0
Mark,Armstrong,par85,25,41,2839,26,,,,,0
Ismael,Arciniegas Rueda,par86,3,1,23,9,,,,,0
David,Archer,par89,3,3,51,12,,,,,0
Kerim,Arin,par91,7,7,169,15,,,,,0
Mohammad,Arzaghi,par94,5,3,321,10,,,,,0
Tanya,Araújo,par95,4,1,42,16,,,,,0
Aleksander,Aristovnik,par97,6,4,146,12,,,,,0
Richard,Ashley,pas1,10,11,494,36,,,,,0
Juliano,Assuncao,pas101,5,4,157,9,,,,,0
Vincenzo,Asero,pas103,2,0,7,8,,,,,0
Carlos,Asilis,pas104,4,0,25,10,,,,,0
Tony,Aspromourgos,pas108,4,1,40,28,,,,,0
Aurora,Ascione,pas109,1,0,5,5,,,,,0
Andrea,Asoni,pas111,2,2,33,6,,,,,0
Gordon,Asamoah,pas112,1,0,1,1,,,,,0
Simplice,Asongu,pas114,6,2,263,8,,,,,0
Tamon,Asonuma,pas116,4,3,64,7,,,,,0
Pier,Asso,pas118,4,4,71,13,,,,,0
Roberto,Astolfi,pas12,2,0,10,15,,,,,0
Yasushi,Asami,pas120,4,2,58,31,,,,,0
Anders,Aslund,pas122,6,4,246,25,,,,,0
Muhammad,Aslam,pas127,2,0,13,1,,,,,0
Hossein,Asgharian,pas128,7,5,113,17,,,,,0
Andreas,Assiotis,pas129,1,0,2,3,,,,,0
Muhammad,Asali,pas130,2,0,11,12,,,,,0
Bjørn,Asheim,pas133,14,15,961,23,,,,,0
Mamak,Ashtari,pas134,1,0,8,3,,,,,0
Goksel,Asan,pas135,2,2,52,4,,,,,0
Roberto,Asmat,pas136,1,0,2,1,,,,,0
Vladimir,Asriyan,pas138,2,0,18,2,,,,,0
Nektarios,Aslanidis,pas139,6,3,102,11,,,,,0
Afsheen,Ashraf,pas141,1,0,1,1,,,,,0
Stylianos,Asimakopoulos,pas143,3,2,30,15,,,,,0
Haryo,Aswicahyono,pas144,6,5,85,22,,,,,0
Ekaterina,Astafieva,pas146,1,0,6,7,,,,,0
Jacek,Laszek,pas147,15,20,1178,4,,,,,0
Yasushi,Asako,pas148,2,0,9,7,,,,,0
Zareh,Asatryan,pas149,5,2,62,4,,,,,0
Igor,Asanov,pas151,1,0,1,1,,,,,0
Stavros,Zenios,pas152,4,1,39,24,14700,166,4578,@stavroszenios,1
Jose,Asturias,pas154,3,1,22,3,,,,,0
Carlos,Asarta,pas155,2,0,9,6,,,,,0
Jebaraj,Asirvatham,pas157,3,0,18,12,,,,,0
Pablo,Astorga,pas158,5,3,79,16,,,,,0
Gurgen,Aslanyan,pas159,1,0,4,2,,,,,0
Chowdhury,Asif,pas160,1,0,1,1,,,,,0
Serhat,Asci,pas162,2,0,16,7,,,,,0
Damoun,Ashournia,pas164,2,1,27,2,,,,,0
Youcef,Askoura,pas167,1,0,5,6,,,,,0
Yukiko,Asai,pas169,2,2,49,1,,,,,0
Badar Nadeem,Ashraf,pas170,2,0,9,4,,,,,0
Kenzo,Asahi,pas171,1,0,1,1,,,,,0
Thomas,Assefa,pas173,3,0,14,4,,,,,0
Jacob,Assa,pas174,1,0,1,2,,,,,0
Dawood,Ashraf,pas175,4,2,63,10,,,,,0
Inmaculada,Astorkiza,pas184,2,0,9,12,,,,,0
Mircea,Asandului,pas185,1,0,3,6,,,,,0
Buhara,Aslan,pas189,1,0,1,1,,,,,0
Alper,Aslan,pas190,11,11,612,10,,,,,0
Sam,Astill,pas192,1,0,6,2,,,,,0
Lisa,Aspalter,pas193,1,0,1,1,,,,,0
Laila,Assanie,pas195,1,0,2,12,,,,,0
Michaël,Assous,pas196,2,0,8,14,,,,,0
Erkmen Giray,Aslim,pas206,1,0,1,1,,,,,0
Ragui,Assaad,pas210,11,13,381,26,,,,,0
Esubalew,Assefa,pas211,1,1,25,1,,,,,0
Fafanyo,Asiseh,pas214,1,0,1,7,,,,,0
Thomas,Astebro,pas216,11,13,491,25,,,,,0
Ndemaze,Asongu,pas219,1,0,6,1,,,,,0
Andrea,Ascani,pas222,2,0,8,2,,,,,0
Elliott,Ash,pas226,2,0,15,4,,,,,0
Elizabeth,Asiedu,pas229,13,13,861,15,,,,,0
Javier,Asensio,pas23,4,2,64,16,,,,,0
Rozilee,Asid,pas26,1,0,1,9,,,,,0
Jorge,Aseff,pas27,3,2,27,14,,,,,0
Philippe,Askenazy,pas3,12,14,638,21,,,,,0
John,Asafu-Adjaye,pas31,7,4,660,22,,,,,0
Arvind,Ashta,pas32,1,0,12,10,,,,,0
Pierfederico,Asdrubali,pas33,5,5,308,20,,,,,0
Geir,Asheim,pas34,21,39,1244,33,,,,,0
Adam,Ashcraft,pas35,18,19,1122,12,,,,,0
Hossein,Askari,pas37,6,3,237,44,,,,,0
M,Asadullah,pas39,9,7,199,13,,,,,0
Guido,Ascari,pas4,14,20,803,20,,,,,0
Quamrul,Ashraf,pas40,15,17,1272,11,,,,,0
Marcus,Asplund,pas45,11,12,398,13,,,,,0
Monazza,Aslam,pas47,6,5,140,9,,,,,0
John,Ashton,pas48,5,4,155,18,,,,,0
Tiziana,Assenza,pas49,8,7,208,9,,,,,0
Ioannis,Asimakopoulos,pas51,7,6,157,19,,,,,0
Nikos,Askitas,pas55,4,3,145,8,5251,126,268,@askitas,1
Zahid,Asghar,pas57,3,1,61,11,,,,,0
Birgit,Aschhoff,pas58,6,5,192,9,,,,,0
Dimitrios,Asteriou,pas59,11,11,269,20,,,,,0
Akihito,Asano,pas60,1,0,5,11,,,,,0
Ahmet,Asici,pas61,5,1,37,14,,,,,0
Masahiro,Ashiya,pas64,8,8,141,19,,,,,0
João,Assunção,pas66,1,0,4,1,,,,,0
Garrett,Asay,pas69,2,0,4,2,,,,,0
John,Asker,pas7,9,9,329,17,,,,,0
Mohammad,Ashraf,pas70,1,0,3,10,,,,,0
Bengt,Assarsson,pas71,2,1,21,29,,,,,0
Samuel,Asfaha,pas72,1,0,7,1,,,,,0
Manabu,Asai,pas73,10,10,426,19,,,,,0
David,Aschauer,pas75,13,13,2399,17,,,,,0
Yakup,Asarkaya,pas78,2,0,13,2,,,,,0
Vasily,Astrov,pas79,4,1,78,17,,,,,0
Heidi,Aslesen,pas8,4,3,72,22,,,,,0
Brian,Ashcroft,pas80,5,3,60,33,,,,,0
Aqib,Aslam,pas81,5,3,80,10,,,,,0
Jan Erik,Askildsen,pas83,7,5,204,25,,,,,0
Nathan,Ashby,pas85,4,3,124,8,,,,,0
Orley,Ashenfelter,pas9,28,55,4073,50,,,,,0
Carolina,Asuaga,pas90,1,0,1,8,,,,,0
Kwadwo,Asenso-okyere,pas91,6,5,173,17,,,,,0
Nikos,Astroulakis,pas96,1,0,1,2,,,,,0
Frank,Asche,pas99,14,21,756,20,,,,,0
Gamal,Atallah,pat1,5,3,101,19,,,,,0
Kwaku,atuahene-Gima,pat100,2,2,79,4,,,,,0
Christian,At,pat101,3,1,30,13,,,,,0
Suma,Athreye,pat11,9,9,274,19,,,,,0
Burak,Atasoy,pat110,1,0,1,1,,,,,0
Efthymios,Athanasiou,pat113,2,0,12,4,,,,,0
Miguel,Ataurima-Arellano,pat117,1,0,1,1,,,,,0
Scott,Atkinson,pat120,17,23,782,42,,,,,0
Nihal,Atapattu,pat121,16,19,1065,1,,,,,0
Joseph,Atta-Mensah,pat13,6,4,132,17,,,,,0
Kartik,Athreya,pat14,11,12,375,16,,,,,0
Amir,Atiya,pat15,3,1,23,7,,,,,0
Manoj,Atolia,pat25,5,4,92,14,,,,,0
Jeremy,Atack,pat28,10,11,248,42,,,,,0
Andrea,Attar,pat29,6,3,104,14,,,,,0
Gianfranco,Atzeni,pat30,4,1,71,15,,,,,0
Erdal,Atukeren,pat31,5,2,100,21,,,,,0
Murat,Atlamaz,pat32,3,2,38,8,,,,,0
Victoria,Ateca-Amestoy,pat33,6,6,122,10,,,,,0
M. Aykut,Attar,pat34,1,0,2,10,"5,412","2,976",1352,@maattar,1
Anthony,Atkinson,pat36,35,70,8130,48,,,,,0
Vincenzo,Atella,pat37,8,4,327,20,,,,,0
Oguz,Atuk,pat38,3,0,15,13,,,,,0
B.K.,Atrostic,pat39,4,3,59,27,,,,,0
Frank,Atkins,pat40,4,3,63,15,,,,,0
Alp,Atakan,pat41,6,5,156,15,,,,,0
Ersi,Athanassiou,pat43,1,0,5,10,,,,,0
Prema-chandra,Athukorala,pat44,16,26,1086,29,,,,,0
Christine,Atteneder,pat46,1,0,4,1,,,,,0
George,Athanasopoulos,pat48,8,7,223,16,,,,,0
Robert,Atkinson,pat49,4,0,31,27,,,,,0
Andrew,Atkeson,pat52,25,38,2645,26,,,,,0
Panayiotis,Athanasoglou,pat53,8,6,407,24,,,,,0
Joseph,Attila,pat55,2,0,14,4,,,,,0
Laure,Athias,pat56,3,1,25,11,,,,,0
Arthur,Attema,pat58,6,3,131,10,,,,,0
Susan,Athey,pat6,24,33,2151,23,346,401,10300,@susan_athey,1
Paul,Atherton,pat60,2,1,28,1,,,,,0
Jonathan,Attey,pat61,1,0,2,1,,,,,0
Sayed,Attia,pat63,1,0,4,1,,,,,0
Stergios,Athanasoglou,pat64,4,2,73,10,,,,,0
Alev,Atak,pat65,1,1,14,1,,,,,0
Giuseppe,Attanasi,pat67,6,1,59,10,,,,,0
David,Atkin,pat68,8,8,280,6,,,,,0
George,Athanasiou,pat69,1,0,10,5,,,,,0
Orazio,Attanasio,pat7,34,82,5204,29,,,,,0
Mark,Atlas,pat73,2,0,7,7,,,,,0
Hilal,Atasoy,pat74,1,0,2,4,,,,,0
Witsanu,Attavanich,pat76,4,0,22,6,,,,,0
Enghin,Atalay,pat77,6,6,417,10,,,,,0
Kadir,Atalay,pat78,6,2,83,11,,,,,0
Aziz,Atamanov,pat80,3,1,42,9,,,,,0
Reyes,Aterido,pat81,7,7,172,4,,,,,0
Ahmet,Atakisi,pat82,1,0,1,6,,,,,0
Syed,Atif,pat83,2,0,12,2,,,,,0
Miguel,Atienza,pat84,3,0,30,8,,,,,0
Guilherme,Attuy,pat89,1,0,3,1,,,,,0
Nur,Ata Nurcan,pat9,1,0,3,6,,,,,0
Vidya,Atal,pat90,3,1,27,7,,,,,0
Shady,Atallah,pat94,1,0,5,8,,,,,0
Bebonchu,Atems,pat95,3,1,23,3,,,,,0
Orhan,Atesagaoglu,pat96,1,0,2,2,,,,,0
Miguel,Aubyn,pau1,9,9,433,18,,,,,0
M. Christopher,Auld,pau12,9,9,213,15,,,,,0
Ole Gunnar Kaldor,Austvik,pau13,2,0,18,25,,,,,0
Pirkko,Aulin-Ahmavaara,pau14,2,1,27,8,,,,,0
Nicolas,Aubert,pau16,2,0,11,11,,,,,0
Cécile,Aubert,pau17,5,4,194,13,,,,,0
Patrick,Aubert,pau19,5,3,170,11,,,,,0
D. Andrew,Austin,pau20,3,1,33,15,,,,,0
Robert,Aumann,pau21,24,30,2661,50,,,,,0
Peter,Augsdorfer,pau23,1,0,4,15,,,,,0
Boris,Augurzky,pau24,8,6,174,14,,,,,0
Mathieu,Audet,pau25,1,1,17,1,,,,,0
David,Audretsch,pau27,47,112,9533,30,,,,,0
Raphael,Auer,pau28,9,9,359,11,,,,,0
David,Austin,pau29,7,7,287,12,,,,,0
Douglas,Auld,pau31,4,0,52,49,,,,,0
Giuseppina,Autiero,pau32,1,0,1,18,,,,,0
Alan,Auerbach,pau33,38,96,5068,41,,,,,0
Francesco,Audrino,pau34,7,4,145,15,,,,,0
Martine,Audibert,pau35,6,2,81,34,,,,,0
Siobhan,Austen,pau36,4,0,29,20,,,,,0
Sebastian,Auguste,pau37,3,2,47,13,,,,,0
Vincent,Aussilloux,pau4,3,0,13,13,,,,,0
Stéphane,Auray,pau40,5,3,117,17,,,,,0
Aurora,Murgea,pau41,3,1,38,7,,,,,0
Sabrina,Auci,pau42,3,1,32,9,,,,,0
Nils,aus dem Moore,pau43,4,0,43,8,,,,,0
Patricia,Augier,pau44,5,3,115,13,,,,,0
Marcel,Ausloos,pau47,9,9,340,37,,,,,0
Antoine,Auberger,pau48,2,1,30,12,,,,,0
Emmanuelle,Auriol,pau5,11,14,503,26,,,,,0
Christine,Aumayr,pau50,2,0,8,4,,,,,0
Magali,Aubert,pau52,3,1,32,11,,,,,0
Peter,Auer,pau53,3,2,56,16,,,,,0
Amandine,Aubry,pau54,2,0,12,1,,,,,0
Matias,Auel,pau55,1,1,10,1,,,,,0
Heike,Auerswald,pau56,2,1,25,6,,,,,0
Emmanuelle,Augeraud-Véron,pau57,5,4,76,16,,,,,0
Selena,Aureli,pau59,1,0,7,6,,,,,0
Maximilian,Auffhammer,pau60,15,19,623,13,,,,,0
Wolfgang,Auer,pau61,2,1,17,4,,,,,0
Jan Peter,aus dem Moore,pau62,1,0,8,1,,,,,0
Tristan,Auvray,pau65,1,0,5,10,,,,,0
Bernd,Aumann,pau67,1,0,6,1,,,,,0
Henri,Audigé,pau68,1,0,1,1,,,,,0
Saku,Aura,pau7,5,4,93,19,,,,,0
Hue Hwa,Au Yong,pau71,2,1,19,10,,,,,0
Volha,Audzei,pau72,2,1,16,5,,,,,0
Aurangzeb(Zeb),Aurangzeb,pau76,3,0,16,12,,,,,0
Britta,Augsburg,pau77,5,5,132,10,,,,,0
Paul,Auerbach,pau78,4,0,23,26,,,,,0
Esteban,Aucejo,pau80,6,5,136,7,,,,,0
Mário,Augusto,pau81,1,0,3,8,,,,,0
Adrien,Auclert,pau84,3,1,109,2,,,,,0
Uzma,Afzal,pau85,2,0,16,6,,,,,0
Elisabetta,Aurino,pau86,1,0,2,3,,,,,0
