first.name,last.name,ID,h.index,i10.index,citations,years.active,tweets,following,followers,username,twitter
Klara,Kaliskova,pka929,1,0,3,3,,,,,0
Valerie,Karplus,pka932,8,7,207,5,,,,,0
Byeongwoo,Kang,pka933,1,0,6,5,,,,,0
Ulrich,Kamecke,pka935,7,4,150,27,,,,,0
Koichiro,Kamada,pka936,7,6,160,24,,,,,0
Sergey,Kadochnikov,pka937,2,0,10,12,,,,,0
Rostislav,Kapeliushnikov,pka939,7,5,156,19,,,,,0
Tatiana,Karabchuk,pka940,2,0,8,7,,,,,0
Keita,Kamei,pka945,2,0,7,6,,,,,0
Dimitris,Kallioras,pka946,5,0,63,12,,,,,0
Arun,Kaushik,pka948,1,0,2,4,,,,,0
Lionel,Kapff,pka949,1,0,4,1,,,,,0
Peter,Kaznacheev,pka951,1,0,4,3,,,,,0
Elizabeth,Kaletski,pka954,2,0,5,2,,,,,0
Mariusz,Kapuscinski,pka958,2,0,7,3,,,,,0
Gauthier,Kashalala,pka959,2,0,8,8,,,,,0
Salem,Kanoun,pka960,1,0,1,2,,,,,0
Mohamed,Kadria,pka961,1,0,4,5,,,,,0
Brad,Kamp,pka962,2,0,11,15,,,,,0
Agne,Kajackaite,pka964,1,0,9,4,,,,,0
Mahfuz,Kabir,pka965,2,0,10,1,,,,,0
Ayse,Kabukcuoglu,pka973,1,0,1,4,,,,,0
Baris,Kablamaci,pka975,1,0,2,3,,,,,0
Birol,Kanik,pka976,2,1,15,4,,,,,0
Melis,Kartal,pka978,2,1,18,1,,,,,0
Stanislav,Kappel,pka979,1,0,1,1,,,,,0
Ioannis,Kaplanis,pka983,5,3,60,8,,,,,0
Ezgi,Kaya,pka984,2,0,14,7,,,,,0
Stephen,Kabwe,pka985,4,0,41,8,,,,,0
Goytom,Kahsay,pka987,2,0,8,3,,,,,0
Mitsuru,Katagiri,pka988,2,1,13,3,,,,,0
Socrates,Karidis,pka989,2,1,37,13,,,,,0
Panagiotis,Kampylis,pka990,1,0,3,4,,,,,0
Aida,Kammoun,pka991,1,0,1,7,,,,,0
Kiridaran,Kanagaretnam,pka993,10,10,264,11,,,,,0
Agnieszka,Kaminska,pka994,2,0,9,2,,,,,0
Timothy,Kam,pka995,3,1,61,15,,,,,0
Samir,Kc,pkc3,2,1,41,1,,,,,0
David,Kendrick,pke1,8,6,426,44,,,,,0
John,Kennes,pke10,7,4,233,19,,,,,0
Stanley,Keil,pke100,2,0,7,10,,,,,0
Max,Keilbach,pke101,6,6,481,9,,,,,0
Derek,Kellenberg,pke102,7,5,250,10,,,,,0
Valerie,Kelly,pke103,7,6,249,21,,,,,0
Rene,Kemp,pke104,13,14,510,25,,,,,0
Abbi,Kedir,pke105,6,1,85,16,,,,,0
Dusanee,Kesavayuth,pke108,3,0,31,8,,,,,0
Brian,Kench,pke109,1,0,4,10,,,,,0
Mikko,Ketokivi,pke110,3,2,30,6,,,,,0
Logan,Kelly,pke111,3,1,33,10,,,,,0
Kenneth,Kelly,pke112,3,0,14,18,,,,,0
Erasmus,Kersting,pke113,6,4,120,10,,,,,0
Ide,Kearney,pke116,13,20,484,25,,,,,0
Bereket,Kebede,pke118,8,8,281,24,,,,,0
M. Ali,Kemal,pke120,4,2,47,17,,,,,0
David,Kemme,pke122,5,4,85,35,,,,,0
Steve,Keen,pke123,8,6,241,26,"42,200",709,"50,300", @profstevekeen ,1
Andreas,Keller,pke124,5,3,99,3,,,,,0
Gabor,Kertesi,pke125,6,3,139,22,,,,,0
Angelina,Keil,pke126,4,0,48,26,,,,,0
William,Kerr,pke127,24,38,2424,22,,,,,0
Bin,Ke,pke128,6,6,199,9,,,,,0
András,Keszthelyi,pke129,1,0,2,10,,,,,0
John,Kennan,pke13,16,22,1098,38,,,,,0
Sebastian,Kessing,pke130,7,6,112,15,,,,,0
Philip,Keefer,pke132,17,20,4844,26,,,,,0
Lane,Kenworthy,pke133,7,5,266,27,,,,,0
Leena,Kerkelä,pke134,2,0,5,6,,,,,0
Morgan,Kelly,pke135,9,9,456,31,,,,,0
David,Kelsey,pke137,15,21,576,33,,,,,0
John,Kennedy,pke138,5,2,104,34,,,,,0
Ron,Kenett,pke139,3,1,23,21,,,,,0
Abdul Razzaq,Kemal,pke140,8,6,261,34,,,,,0
Arthur,Kerrigan,pke141,1,0,7,4,,,,,0
Karligash,Kenjegalieva,pke144,6,1,72,8,,,,,0
Mirela,Keuschnigg,pke145,6,4,117,10,,,,,0
Jake,Kendall,pke146,5,4,108,10,,,,,0
Kristiaan,Kerstens,pke147,14,27,943,27,,,,,0
Mohitosh,Kejriwal,pke148,8,8,289,11,,,,,0
Melissa,Kearney,pke151,13,15,1404,11,"1,180",291,"4,304", @kearney_melissa ,1
Mary,Kelly,pke152,1,0,6,6,,,,,0
Wolfgang,Kerber,pke153,6,4,162,20,,,,,0
Robert,Kerton,pke155,2,0,8,37,,,,,0
Nico,Keilman,pke156,5,2,71,31,,,,,0
Ryan,Kellogg,pke157,10,10,406,11,,,,,0
Janina,Ketterer,pke159,4,3,118,7,,,,,0
Timothy,Kehoe,pke16,31,56,3921,39,,,,,0
Maryann,Keating,pke160,1,0,3,38,,,,,0
Ioannis,Kessides,pke162,11,11,356,28,,,,,0
Michiel,Keyzer,pke164,7,6,286,20,,,,,0
Donald,Keim,pke165,18,20,1821,33,,,,,0
Brendan,Kennelly,pke166,3,2,72,23,,,,,0
Christian,Ketels,pke167,7,6,115,21,"1,168",165,"1,480", @chrisketels ,1
Matthias,Keese,pke169,2,0,9,1,,,,,0
Todd,Keister,pke17,14,19,668,19,,,,,0
Effie,Kesidou,pke170,5,3,141,12,,,,,0
Stephen,Keef,pke172,4,3,66,20,,,,,0
Yaya,Keho,pke173,3,0,17,9,,,,,0
Stijn,Kelchtermans,pke174,5,3,66,12,369,"1,506",527, @kingofthebongo ,1
Gordon,Kemp,pke175,3,0,30,25,,,,,0
Ghirmai,Kefela,pke177,1,0,2,4,,,,,0
Michael,Keane,pke18,39,70,5846,38,,,,,0
Paul,Kettler,pke180,2,0,6,39,,,,,0
Barry,Keating,pke187,1,0,4,38,,,,,0
David,Kelch,pke188,4,2,61,34,,,,,0
Kieran,Kelleher,pke190,1,0,3,1,,,,,0
Inas,Kelly,pke191,12,14,484,13,,,,,0
Andreas,Kern,pke192,1,0,2,8,,,,,0
Donald,Keenan,pke193,7,6,244,29,,,,,0
Peter,Kennedy,pke194,12,12,947,40,,,,,0
Benjamin,Keddad,pke196,4,0,25,7,,,,,0
Natalya,Ketenci,pke197,4,1,56,9,,,,,0
Suzi,Kerr,pke2,10,11,559,18,,,,,0
Thomas,Kemeny,pke200,5,4,99,8,,,,,0
Martin,Kesternich,pke202,4,1,39,7,,,,,0
Ron,Kemp,pke203,6,3,117,16,,,,,0
Johannes,Kemp,pke204,1,0,2,3,,,,,0
Michael,Kelly,pke205,2,1,18,6,,,,,0
Claudia,Kettner,pke207,6,3,88,10,,,,,0
Matthias,Kehrig,pke209,4,3,89,6,,,,,0
Jan Horst,Keppler,pke212,3,3,133,23,,,,,0
Bernd,Kempa,pke213,5,1,105,20,,,,,0
Claire,Keane,pke215,8,6,168,7,,,,,0
Ilias,Kevork,pke216,2,1,23,12,,,,,0
Pradeep,Keshari,pke219,2,0,11,24,,,,,0
Michael,Keen,pke22,33,71,4021,34,,,,,0
Eric,Kemp-Benedict,pke220,4,2,59,15,,,,,0
Robert,Kelm,pke222,1,0,4,13,,,,,0
Geoff,Kenny,pke223,12,15,481,19,,,,,0
Patrick,Kelly,pke224,4,4,178,6,,,,,0
Afroditi,Kero,pke225,1,0,4,1,,,,,0
Mehtap,Kesriyeli,pke226,7,5,101,17,,,,,0
Robert,Kelly,pke227,6,3,96,9,,,,,0
Andrew,Kerr,pke228,3,1,65,7,,,,,0
Hsein,Kew,pke229,6,5,101,8,,,,,0
Iris,Kesternich,pke230,8,6,205,10,,,,,0
Richard,Kent,pke231,2,0,8,34,,,,,0
Daniel,Kemptner,pke232,3,1,121,3,,,,,0
Alison,Kelly,pke233,2,1,57,12,,,,,0
Mazen,Kebewar,pke234,3,0,17,2,,,,,0
Sebastian,Keiler,pke236,1,1,15,7,,,,,0
Kerim,Keskin,pke237,1,0,1,4,,,,,0
Lance,Kent,pke238,1,0,2,2,,,,,0
Thomas,Keijser,pke24,1,0,2,2,,,,,0
Shao-Hsun,Keng,pke241,3,1,42,17,,,,,0
Elisa,Keller,pke244,1,0,3,9,,,,,0
William,Kerr,pke245,6,3,241,34,,,,,0
Changxia,Ke,pke246,3,2,47,5,,,,,0
Drew,Keeling,pke247,1,0,1,15,,,,,0
Zerihun,Kelbore,pke249,1,0,4,1,,,,,0
Hubert,Kempf,pke25,12,13,431,33,,,,,0
Amangeldi,Kenjegaliev,pke252,3,0,19,7,,,,,0
Tobias,Ketterer,pke253,4,2,56,7,,,,,0
Andreas,Kettemann,pke254,1,0,7,4,,,,,0
Souknilanh,Keola,pke256,3,2,33,9,,,,,0
Eric,Kere,pke259,2,0,23,6,,,,,0
Stefan,Kesenne,pke26,5,4,209,35,,,,,0
John,Keating,pke263,8,8,330,24,,,,,0
Matti,Keloharju,pke264,12,12,1018,45,,,,,0
Lionel,Kesztenbaum,pke265,3,1,22,12,,,,,0
Carolin,Kellenbrink,pke266,1,0,2,3,,,,,0
Hean Tat,Keh,pke267,4,4,93,14,,,,,0
Marc,Keuschnigg,pke268,2,0,5,1,,,,,0
Moussa,Keita,pke269,1,0,2,6,,,,,0
Polyxeny,Kechagia,pke270,1,0,3,6,,,,,0
Katarina,Keller,pke271,4,2,50,14,,,,,0
Steffen,Keck,pke272,2,1,20,2,,,,,0
Elish,Kelly,pke275,10,10,257,11,,,,,0
Scott,Kelly,pke276,5,5,108,4,,,,,0
Jonathan,Kelley,pke278,5,3,144,46,,,,,0
Maryellen,Kelley,pke28,6,5,133,24,,,,,0
Chad,Kendall,pke282,2,1,43,3,,,,,0
Ines,Kersan-Skabic,pke283,1,0,1,19,,,,,0
Jodie,Keane,pke287,1,0,2,1,,,,,0
Roma,Keister,pke289,2,0,8,2,,,,,0
Chris,Kennedy,pke290,4,3,135,2,,,,,0
Jonas,Keil,pke291,1,0,9,5,,,,,0
Selly Amal,Kerim,pke293,1,1,70,1,,,,,0
Elaine,Kelly,pke295,2,2,79,5,,,,,0
Christian,Kellner,pke296,3,0,13,6,,,,,0
Stefan,Kerbl,pke297,2,0,6,5,,,,,0
Mark,Kerssenfischer,pke298,1,0,1,1,,,,,0
Emmanuel,Kessous,pke299,1,0,2,14,,,,,0
David,Kennet,pke30,5,2,56,14,,,,,0
Kimon,Keramidas,pke302,1,0,7,3,,,,,0
Sekou,Keita,pke304,1,0,2,1,,,,,0
Louise,Keely,pke31,6,3,94,10,,,,,0
Benjamin,Keys,pke311,9,9,721,12,,,,,0
Mary,Keeney,pke312,7,4,171,16,,,,,0
Emmanuel,Kemel,pke314,3,0,15,5,,,,,0
Soumaya,Keynes,pke315,1,0,2,2,,,,,0
Fearghal,Kearney,pke316,2,0,5,2,,,,,0
Maria,Kehajova-Stoycheva,pke317,1,1,10,11,,,,,0
Franz,Kellermanns,pke318,11,14,447,9,,,,,0
Maik,Kecinski,pke319,1,0,2,2,,,,,0
Neil,Kellard,pke322,8,6,257,21,,,,,0
Jasper,Kenter,pke323,4,3,46,3,,,,,0
Rudolf,Kerschbamer,pke324,10,10,337,26,,,,,0
Pinar,Keskin,pke326,3,3,41,7,,,,,0
Reinhold,Kesler,pke328,2,0,6,1,,,,,0
Alan,Ker,pke329,7,6,251,26,,,,,0
Nadine,Ketel,pke336,2,1,16,4,,,,,0
Roman,Keeney,pke34,8,7,376,8,,,,,0
Dinmukhamed,Kelesbayev,pke343,1,0,8,1,,,,,0
Eeva,Kerola,pke345,2,0,14,1,,,,,0
Yann,Kervinio,pke346,1,0,7,2,,,,,0
Michael,Keren,pke38,4,4,107,42,,,,,0
Achim,Kemmerling,pke39,7,5,136,15,,,,,0
Patrick,Kehoe,pke4,42,84,8734,31,,,,,0
Michael,Kevane,pke40,8,8,324,17,,,,,0
Rongzhu,Ke,pke41,1,1,12,15,,,,,0
Christian,Keuschnigg,pke42,19,26,1015,29,,,,,0
Alexander,Kemnitz,pke43,8,7,214,18,,,,,0
Donald,Kenkel,pke44,17,23,1109,30,,,,,0
Eiko,Kenjoh,pke45,3,1,31,10,,,,,0
Simon,Kelly,pke46,2,0,17,14,,,,,0
Axel,Kern,pke47,2,0,7,14,,,,,0
Nathaniel,Keohane,pke48,5,5,250,10,,,,,0
Peter,Kenning,pke51,2,1,26,6,,,,,0
Jonathan,Kearns,pke53,10,10,314,18,,,,,0
Austin,Kelly,pke54,4,1,36,29,,,,,0
Colm,Kearney,pke56,12,15,483,31,,,,,0
Peter,Kenen,pke59,13,16,589,52,,,,,0
Nigel,Key,pke61,13,17,837,21,,,,,0
Sunduz,Keles,pke65,3,0,13,1,,,,,0
R,Keller,pke68,6,4,224,21,,,,,0
Med,Kechidi,pke69,4,1,43,16,,,,,0
Benjamin,Keen,pke70,8,6,260,21,,,,,0
Hiau Looi,Kee,pke71,14,16,1025,16,,,,,0
Joachim,Keller,pke72,1,0,3,4,,,,,0
Anke,Kessler,pke73,10,12,327,18,,,,,0
David,Keith,pke74,3,3,63,9,,,,,0
Hiau Joo,Kee,pke75,3,3,170,1,,,,,0
Gabor,Kezdi,pke76,10,10,413,15,,,,,0
Ian,Keay,pke77,3,1,31,10,,,,,0
Turalay,Kenc,pke78,5,4,139,14,,,,,0
Charles,Kenny,pke79,8,8,332,19,"19,400",409,"19,600", @charlesjkenny ,1
Wolfgang,Keller,pke8,20,32,3200,24,,,,,0
Dimitris,Kenourgios,pke81,8,8,317,13,,,,,0
Michal,Kejak,pke82,8,8,219,21,,,,,0
J Andrew,Kelly,pke83,3,3,53,6,,,,,0
Lawrence,Kenny,pke84,12,17,663,35,,,,,0
Claudia,Kemfert,pke85,15,16,924,20,"5,110",368,"7,982", @ckemfert ,1
Konrad,Kellermann,pke86,6,3,111,9,,,,,0
Murray,Kemp,pke88,12,16,718,49,,,,,0
Mike,Kennedy,pke89,9,8,306,19,,,,,0
John,Keith,pke90,5,1,70,33,,,,,0
Steven,Keuning,pke92,5,4,118,29,,,,,0
Monica,Keneley,pke93,2,0,12,10,,,,,0
David,Kelly,pke98,9,9,353,25,,,,,0
Willemien,Kets,pke99,4,1,70,15,,,,,0
Tomas,Kögel,pkg2,5,4,215,12,,,,,0
Suresh,K.G.,pkg4,2,1,22,3,,,,,0
Agnes,Kügler,pkg5,1,0,1,6,,,,,0
Tarek,Khaskhoussi,pkh101,2,0,8,10,,,,,0
Fouad,Khaskhoussi,pkh102,1,0,4,1,,,,,0
Neha,Khanna,pkh103,7,5,141,15,,,,,0
David,Khoudour-Cast̩ras,pkh104,4,2,68,13,"2,729","3,006","3,801", @davidkhoudour ,1
Roy W. L.,Khong,pkh106,3,0,14,13,,,,,0
Jesper,Kühl,pkh107,1,1,19,1,,,,,0
Stuti,Khemani,pkh108,10,12,440,17,,,,,0
Nasser,Khiabani,pkh111,2,0,8,7,,,,,0
Hoe Ee,Khor,pkh114,5,2,87,20,,,,,0
Dmitriy,Kha,pkh115,1,0,5,1,,,,,0
Igor,Kheifets,pkh119,1,0,3,4,,,,,0
Mariam,Khawar,pkh12,1,1,21,19,,,,,0
Hayat,Khan,pkh123,1,0,1,11,,,,,0
Raja,Khalidi,pkh126,1,0,3,26,,,,,0
Iram,Khan,pkh128,1,0,7,7,,,,,0
Sarosh,Khan,pkh13,1,0,8,1,"3,479",586,325, @saroshkhan ,1
Natalia,Khorunzhina,pkh137,1,0,8,5,,,,,0
Amit,Khandelwal,pkh138,14,14,1608,8,,,,,0
Abdul,Khan,pkh140,1,0,2,9,,,,,0
Jaeuk,Khil,pkh146,3,1,17,13,,,,,0
Hassan,Khodavaisi,pkh150,3,1,23,6,,,,,0
Maroula,Khraiche,pkh151,1,0,4,6,,,,,0
Reetika,Khera,pkh153,5,5,131,15,,,,,0
Gunnar,Köhlin,pkh156,13,15,491,17,,,,,0
Wajih,Khallouli,pkh158,3,1,29,11,,,,,0
Salman,Khan,pkh161,1,0,2,1,,,,,0
Christian,Köhler,pkh162,3,1,50,9,,,,,0
Kaysara,Khatun,pkh168,1,0,1,1,,,,,0
Saleem,Khan,pkh169,1,0,3,23,,,,,0
Konstantin,Kholodilin,pkh17,10,11,368,17,,,,,0
Naceur,Khraief,pkh174,5,2,88,10,,,,,0
Mohsin,Khan,pkh176,24,44,2259,39,,,,,0
Mahmood ul Hasan,Khan,pkh177,3,0,24,13,,,,,0
Kamran,Khan,pkh183,1,0,2,12,,,,,0
Shahidur,Khandker,pkh185,19,30,1650,29,,,,,0
Rihab,Khalifa,pkh191,2,1,33,1,,,,,0
Rabeh,Khalfaoui,pkh193,2,1,26,4,,,,,0
Boris,Khejfets,pkh198,1,0,2,8,,,,,0
Md,Khan,pkh200,1,0,8,1,,,,,0
Jeevan,Khundrakpam,pkh201,5,2,85,14,,,,,0
Safdar,Khan,pkh202,5,3,59,6,,,,,0
Yuri,Khoroshilov,pkh203,3,2,59,12,,,,,0
Fahmida,Khatun,pkh204,1,0,3,13,,,,,0
Jan,Kühling,pkh205,4,3,111,8,,,,,0
Jangraiz,Khan,pkh207,2,0,17,7,,,,,0
Haider,Khan,pkh22,7,6,233,29,,,,,0
Mikhail,Khromov,pkh220,1,0,8,5,,,,,0
Nabeela,Khan,pkh226,2,1,18,7,,,,,0
Irina,Khovanskaya,pkh232,1,0,1,2,,,,,0
Tatiana,Khavenson,pkh234,1,0,1,5,,,,,0
M.,Khan,pkh243,12,14,580,44,,,,,0
Towfiqul,Khan,pkh244,1,0,2,3,,,,,0
Mohamad,Khaled,pkh247,1,1,13,4,,,,,0
Thanchanok,Khamkaew,pkh249,4,3,58,3,,,,,0
Karim,Khan,pkh255,1,0,2,12,,,,,0
Asim,Khwaja,pkh256,11,13,759,17,,,,,0
Tamar,Khitarishvili,pkh260,2,0,15,19,,,,,0
Muhammad,Khan,pkh261,1,0,3,1,,,,,0
Peyman,Khezr,pkh262,1,0,3,4,,,,,0
Naeem ur rehman,Khattak,pkh264,2,0,8,7,,,,,0
Kiryl,Khalmetski,pkh266,2,1,25,1,,,,,0
Melanie,Khamis,pkh269,5,5,116,8,,,,,0
Imen,Khanchel,pkh272,2,1,15,4,,,,,0
Nabil,Khelil,pkh277,1,0,3,1,,,,,0
Deni,Khanafiah,pkh28,1,0,5,1,,,,,0
Hoang,Khieu,pkh281,1,0,3,2,,,,,0
Nabaz,Khayyat,pkh284,1,0,5,4,,,,,0
Natalia,Khorkina,pkh288,1,0,2,1,,,,,0
Madhu,Khanna,pkh290,18,29,1211,19,,,,,0
Hayk,Khachatryan,pkh294,2,0,11,7,,,,,0
Shahnawaz Farhan,Khahro,pkh295,2,0,10,2,,,,,0
Menusch,Khadjavi,pkh298,4,3,57,8,,,,,0
Elias,Khalil,pkh3,6,2,185,28,,,,,0
Urmee,Khan,pkh302,1,0,1,5,,,,,0
Hassaan,Khan,pkh305,2,0,5,29,,,,,0
Katrin,Köhler,pkh306,1,1,16,3,,,,,0
Christopher,Khawand,pkh318,1,0,1,1,,,,,0
Karen,Khachatryan,pkh331,1,0,7,1,,,,,0
Abhimanyu,Khan,pkh335,2,0,4,6,,,,,0
Shamsunnahar,Khanam,pkh343,1,0,1,1,,,,,0
Viktoria,Khaustova,pkh347,1,0,2,5,,,,,0
Nazmus,Khan,pkh351,1,0,1,2,,,,,0
Atif,Khan,pkh353,1,0,6,2,,,,,0
Lawrence,Khoo,pkh354,1,0,6,17,,,,,0
Abdul,Khaliq,pkh357,1,1,23,1,,,,,0
Md Tajuddin,Khan,pkh358,2,0,8,2,,,,,0
Abeer,Khandker,pkh359,1,0,1,2,,,,,0
Enisse,Kharroubi,pkh36,7,6,301,11,,,,,0
Fahad,Khalil,pkh360,11,12,492,25,,,,,0
Muhammd Asghar,Khan,pkh362,4,4,82,39,,,,,0
Shantanu,Khanna,pkh368,1,0,4,6,,,,,0
Amir,Khan,pkh37,3,2,26,2,,,,,0
Sarod,Khandaker,pkh382,1,0,1,1,,,,,0
Mohamed,Khalil,pkh387,1,0,1,2,,,,,0
Hlalefang,Khobai,pkh389,2,0,13,2,,,,,0
Aditya,Khanal,pkh391,3,0,11,7,,,,,0
Mohammed,Khaled,pkh394,3,2,118,38,,,,,0
Ahmed,Khalifa,pkh395,4,3,62,6,,,,,0
Arifur,Khan,pkh396,2,1,28,11,,,,,0
Shakeeb,Khan,pkh401,12,14,421,16,,,,,0
Feisal,Khan,pkh403,2,2,104,12,,,,,0
Jeetendra,Khadan,pkh406,2,0,6,4,,,,,0
Sami,Khan,pkh408,1,0,3,6,,,,,0
Rana,Khan,pkh44,4,1,57,12,,,,,0
Rozina,Shaheen,pkh45,4,1,72,1,,,,,0
Hashmat,Khan,pkh46,11,13,472,17,,,,,0
Faheem,Khan,pkh47,2,1,15,10,,,,,0
Varun,Khandelwal,pkh48,1,1,13,1,,,,,0
Lynda,Khalaf,pkh49,10,11,356,22,,,,,0
Aubhik,Khan,pkh5,10,11,838,19,,,,,0
Sami,Khedhiri,pkh58,1,0,2,8,,,,,0
Tehmina,Khan,pkh60,3,2,54,10,,,,,0
Yohane,Khamfula,pkh64,2,1,32,9,,,,,0
Sangeeta,Khorana,pkh65,1,0,5,5,,,,,0
Mosahid,Khan,pkh68,6,5,410,18,,,,,0
Sajawal,Khan,pkh75,5,1,63,12,,,,,0
Mahmood,Khalid,pkh77,4,1,38,12,,,,,0
Muhammad,Khawaja,pkh78,4,2,50,43,,,,,0
Muhammad,Khan,pkh86,8,6,224,13,,,,,0
Rasheda,Khanam,pkh93,5,1,70,11,,,,,0
Michael,Kühl,pkh94,3,1,48,15,,,,,0
Aykut,Kibritcioglu,pki1,5,3,81,19,"22,200","1,898","9,692", @akibritcioglu ,1
Woochan,Kim,pki10,8,8,444,18,,,,,0
Young-Han,Kim,pki101,4,1,37,20,,,,,0
Jae,Kim,pki102,13,17,595,26,,,,,0
Akiomi,Kitagawa,pki103,4,0,31,20,,,,,0
Hwagyun,Kim,pki105,2,0,11,9,,,,,0
JaeWhan,Kim,pki106,1,0,1,1,,,,,0
Mwangi,Kimenyi,pki109,9,9,265,29,,,,,0
Oliver,Kirchkamp,pki11,9,9,450,24,,,,,0
Lutz,Kilian,pki110,43,77,7867,24,,,,,0
Ivan,Kitov,pki113,2,0,28,10,,,,,0
Hassan,Kimbugwe,pki114,1,0,1,1,,,,,0
Geeta,Kingdon,pki115,20,27,980,21,,,,,0
Jean,Kimmel,pki117,8,7,449,15,,,,,0
Dirk,Kiesewetter,pki118,6,4,127,13,,,,,0
Jin-Hyuk,Kim,pki119,3,1,29,9,,,,,0
Minho,Kim,pki120,2,2,79,9,,,,,0
Moshe,Kim,pki122,12,13,596,34,,,,,0
Takeshi,Kimura,pki125,8,6,198,19,,,,,0
Norbert,Kiss M.,pki127,2,1,17,3,,,,,0
Bonggeun,Kim,pki128,5,4,143,11,,,,,0
Sung,Kim,pki13,1,0,8,9,,,,,0
Andrea,Kirchmann,pki131,1,0,2,1,,,,,0
Sunwoong,Kim,pki132,4,3,154,23,,,,,0
Sagiri,Kitao,pki134,12,12,732,13,,,,,0
Barrett,Kirwan,pki135,5,4,198,13,"8,125","1,213",825, @barrettkirwan ,1
Young,Kim,pki136,8,8,170,6,,,,,0
Byung-Yeon,Kim,pki138,8,6,309,21,,,,,0
Jinyoung,Kim,pki140,11,12,297,19,,,,,0
Kozo,Kiyota,pki141,9,9,479,16,,,,,0
Fabian,Kirsch,pki142,1,1,10,1,,,,,0
Kihyung,Kim,pki143,1,0,1,1,,,,,0
Dimitris,Kirikos,pki145,2,0,17,23,,,,,0
Tanja,Kirn,pki149,2,1,19,3,,,,,0
Gebhard,Kirchgässner,pki15,17,29,961,43,,,,,0
Toru,Kikuchi,pki150,7,2,116,15,,,,,0
Hans Jarle,Kind,pki151,10,12,559,20,,,,,0
Dong Heon,Kim,pki154,6,5,287,14,,,,,0
Sun-Bin,Kim,pki155,9,7,321,17,,,,,0
Georg,Kirchsteiger,pki156,17,21,2814,25,,,,,0
Muhammad,Kiani,pki157,3,0,15,22,,,,,0
Jaesoo,Kim,pki159,2,0,10,4,,,,,0
Bengi,Kibritcioglu,pki16,1,0,6,3,,,,,0
Daehaeng,Kim,pki160,2,2,25,1,,,,,0
Fiodar,Kilin,pki161,1,1,15,1,,,,,0
Yoonbai,Kim,pki162,11,12,435,25,,,,,0
Oleg,Kitov,pki163,5,1,70,6,,,,,0
Thomas,Kittsteiner,pki165,7,5,140,13,,,,,0
Thomas,Kick,pki166,8,7,239,10,,,,,0
Yukinobu,Kitamura,pki167,4,2,89,23,,,,,0
Yoko,Kijima,pki168,8,8,240,18,,,,,0
Stephen,Kinsella,pki169,5,2,101,12,"35,200","3,425","20,400", @stephenkinsella ,1
Ayal,Kimhi,pki17,13,14,459,26,,,,,0
Adiqa,Kiani,pki170,2,0,8,6,,,,,0
Haksoon,Kim,pki171,1,1,11,8,,,,,0
John,Kilpatrick,pki172,1,0,8,1,,,,,0
Tomoko,Kinugasa,pki173,4,2,60,9,,,,,0
Suk-Joong,Kim,pki174,13,15,695,23,,,,,0
Yong,Kim,pki175,2,0,12,2,,,,,0
John,Kiff,pki176,7,5,160,17,,,,,0
Hyoungjong,Kim,pki177,1,0,2,3,,,,,0
Sverre,Kittelsen,pki178,9,8,228,28,,,,,0
Minoru,Kitahara,pki179,2,1,62,7,,,,,0
Soyoung,Kim,pki18,16,24,1426,20,,,,,0
Man-Keun,Kim,pki183,4,1,50,15,,,,,0
Philipp,Kircher,pki184,12,16,567,13,,,,,0
Eva,Kirner,pki185,1,1,65,4,,,,,0
Hyeongwoo,Kim,pki186,7,4,166,10,,,,,0
Gary,King,pki187,14,16,1092,32,"4,368","10,100","26,800", @kinggary ,1
Jinwoo,Kim,pki188,5,4,138,9,,,,,0
Namsuk,Kim,pki189,4,1,40,14,,,,,0
Fabian,Kindermann,pki190,10,10,238,15,,,,,0
Chris,Kirby,pki191,11,11,760,21,,,,,0
Talip,Kilic,pki193,9,8,235,10,,,,,0
Sang Bong,Kim,pki194,2,0,6,7,,,,,0
Jaebeom,Kim,pki195,3,0,46,13,,,,,0
David,King,pki199,6,3,108,34,,,,,0
Jan,Kiviet,pki2,11,13,1299,32,,,,,0
Moez,Kilani,pki201,6,4,119,12,,,,,0
Tanja,Kirjavainen,pki202,3,2,131,17,,,,,0
Julia,Kielyte,pki204,4,1,41,18,,,,,0
Yukihiro,Kidokoro,pki205,4,2,43,21,,,,,0
Markus,Kitzmuller,pki206,2,1,133,4,,,,,0
Young-Bae,Kim,pki207,1,1,22,4,,,,,0
Zella,King,pki208,1,0,7,1,,,,,0
Robert,King,pki21,39,57,12950,33,,,,,0
Kijong,Kim,pki210,3,0,17,8,,,,,0
Khalid,Kisswani,pki211,3,0,19,13,,,,,0
Michael,Kirker,pki212,4,0,28,8,,,,,0
Fukunari,Kimura,pki214,15,19,998,25,,,,,0
Stefan,Kipar,pki215,3,1,85,3,,,,,0
Mark,Killingsworth,pki216,5,3,378,34,,,,,0
SeungGyu,Kim,pki217,5,2,59,8,,,,,0
Khurshid,Kiani,pki218,4,1,38,12,,,,,0
Yoshitsugu,Kitazawa,pki219,2,0,8,15,,,,,0
N,Kishor,pki224,5,3,150,14,,,,,0
Seik,Kim,pki225,4,1,34,5,,,,,0
John,King,pki226,4,1,73,29,,,,,0
Yunhee,Kim,pki229,2,0,17,5,,,,,0
Özgür,Kibris,pki23,5,0,64,17,,,,,0
Áron,Kiss,pki230,7,5,88,8,,,,,0
Kirdina,Svetlana,pki231,1,0,2,11,,,,,0
