first.name,last.name,ID,h.index,i10.index,citations,years.active,tweets,following,followers,username,twitter
Juan-Pablo,Castañeda,pca551,1,0,7,5,,,,,
Lapo,Calamai,pca553,1,1,11,1,,,,,
Carl,Campbell,pca555,7,4,421,28,,,,,
R. Sudharshan,Canagarajah,pca556,7,7,261,17,,,,,
Romina,Cavatassi,pca557,6,4,88,9,,,,,
Enriqueta,Camps-Cura,pca558,2,0,5,13,,,,,
Tiziana,Caliman,pca559,2,0,7,4,,,,,
Vasco,Carvalho,pca56,11,13,580,15,,,,,
Alexander,Cappelen,pca561,10,11,634,18,,,,,
Mauro,Caselli,pca562,3,0,17,9,,,,,
A.,Cameron,pca565,16,17,4808,29,,,,,
Daniel,Carroll,pca568,3,0,19,8,,,,,
Eva,Camacho Cuena,pca572,7,3,107,14,,,,,
Carmen,Carrion-Flores,pca574,4,2,132,13,,,,,
Juan Esteban,Carranza,pca575,3,1,36,11,,,,,
Adriana,Cardozo,pca576,3,0,12,1,,,,,
Javier,Castro,pca577,2,0,9,12,,,,,
Reyes,Calderón,pca578,2,0,9,10,,,,,
Jared,Carbone,pca579,11,12,339,19,,,,,
Marie-Laure,Cabon-Dhersin,pca580,2,0,26,14,,,,,
Michael,Cabalfin,pca581,1,0,3,8,,,,,
Laurent,Calvet,pca582,19,22,1260,20,,,,,
Chantal,Cases,pca583,4,1,47,27,,,,,
Michele,Ca' Zorzi,pca585,7,7,213,13,,,,,
Jean-François,Caulier,pca586,1,0,10,6,,,,,
Maria,Callejon,pca587,4,2,83,13,,,,,
Anna,Carbone,pca588,4,0,21,10,,,,,
Stephane,Callens,pca589,1,0,1,25,,,,,
Jean-François,Carpantier,pca590,5,2,80,9,,,,,
Andrea,Canidio,pca592,2,0,4,5,,,,,
F.,Casado-Izaga,pca593,4,1,47,18,,,,,
Cristina,Cattaneo,pca594,7,5,135,13,,,,,
Immacolata,Caruso,pca595,1,0,4,13,,,,,
Nicoleta,Caragea,pca596,3,0,23,9,,,,,
María Luz,Campo,pca597,1,0,9,10,,,,,
Gianluca,Cafiso,pca598,4,0,31,14,,,,,
Emilyn,Cabanda,pca599,1,0,2,4,,,,,
Daniel,Cardona,pca602,4,2,51,19,,,,,
Michel,Cavagnac,pca603,1,0,5,27,,,,,
Catherine,Casamatta,pca604,5,4,278,19,,,,,
Alberto,Cavallo,pca605,10,11,226,11,,,,,
Stephane,Caprice,pca606,4,2,75,16,,,,,
Juan,Campos-Soria,pca609,1,1,10,8,,,,,
John,Calfee,pca610,6,6,314,24,,,,,
Ximena,Cadena,pca611,5,3,98,13,,,,,
Catherine,Cazals,pca612,2,1,356,19,,,,,
Marie-Françoise,Calmette,pca613,2,1,20,20,,,,,
Alessio,Cavicchi,pca614,4,2,51,13,,,,,
Julian,Caballero,pca616,5,3,117,15,,,,,
Francisco,Cayon,pca617,1,0,1,4,,,,,
Roberto,Camagni,pca619,5,4,212,30,,,,,
Laurent,Callot,pca622,3,1,44,7,,,,,
Koen,Caminada,pca623,7,6,130,24,,,,,
Bogdan,Capraru,pca625,2,0,14,11,,,,,
Fulvio,Castellacci,pca626,13,16,640,17,,,,,
Guilhem,Cassan,pca628,2,1,22,5,,,,,
Katia,Caldari,pca629,2,0,12,5,,,,,
Richard (Robin),Carter,pca630,3,2,150,31,,,,,
Giorgio,Canarella,pca633,5,2,89,42,,,,,
Juan,Carmona,pca634,2,0,17,24,,,,,
Oana,Calavrezo,pca636,3,1,33,12,,,,,
Sususmu,Cato,pca640,6,4,138,9,,,,,
Ronald,Caldwell,pca643,1,0,4,1,,,,,
Gareth,Campbell,pca644,4,2,57,5,,,,,
Rita,Carreira,pca645,2,0,9,11,,,,,
Massimiliano,Calì,pca646,5,3,119,13,,,,,
Ricardo,Cavazos-Cepeda,pca648,3,0,13,13,,,,,
Andrea,Calabrò,pca649,4,2,97,8,,,,,
Marine,Carrasco,pca65,12,14,660,16,,,,,
Linda,Calvin,pca652,6,5,180,12,,,,,
Riccardo,Cappellin,pca655,3,1,31,20,,,,,
Fabrizio,Carmignani,pca656,9,7,233,17,,,,,
Emilie,Caldeira,pca657,4,3,48,4,,,,,
Vicente,Calabuig,pca658,2,1,41,15,,,,,
Roberto,Cafferata,pca659,3,0,18,21,,,,,
Melanie,Cao,pca66,5,4,135,16,,,,,
Alexandre,Cabagnols,pca660,5,1,57,16,,,,,
Tom,Capehart,pca661,1,1,12,5,,,,,
Jose A.,Camacho,pca662,3,2,41,11,,,,,
Andrea,Carlson,pca663,5,4,60,18,,,,,
Alejandro,Calabria,pca665,2,0,7,8,,,,,
Isabelle,Cassiers,pca669,3,0,22,34,,,,,
Jeffrey,Carpenter,pca67,24,41,2027,17,,,,,
Yan,Carrière-Swallow,pca674,4,2,61,7,,,,,
Mileno,Cavalcante,pca675,1,0,1,2,,,,,
Carolina,Castaldi,pca68,8,5,164,24,,,,,
Bruno,Cassiman,pca680,16,21,1571,24,,,,,
Jaime,Casassus,pca681,6,5,187,17,,,,,
Cesar,Carrera,pca682,4,0,37,11,,,,,
Dario,Caldara,pca683,7,7,279,11,,,,,
Fátima,Cardoso,pca686,5,1,67,12,,,,,
Christian,Capuano,pca687,3,1,33,3,,,,,
José,Carrasco-Gallego,pca689,4,1,65,8,,,,,
Pedro,Carvalho,pca69,1,0,1,15,,,,,
Gabriela,Castro,pca690,6,3,88,11,,,,,
Samuel,Calonge,pca693,6,4,345,15,,,,,
Guillermo,Calvo,pca694,42,96,13686,41,,,,,
Concetta,Castiglione,pca695,5,2,68,8,,,,,
Christian,Catalini,pca696,5,4,154,7,,,,,
Peter Julian,Cayton,pca697,1,0,4,6,,,,,
Pedro,Cantos-Sánchez,pca698,8,6,221,17,,,,,
Rafael,Camelo,pca699,2,0,7,5,,,,,
Adriana,Cassoni,pca7,4,2,75,18,,,,,
Sorinel,Capusneanu,pca702,1,0,5,11,,,,,
Adriana,Castelli,pca703,4,1,54,12,,,,,
Evan,Calford,pca704,2,0,8,7,,,,,
Yannis,Caloghirou,pca709,7,7,220,20,,,,,
Elena,Casquel,pca71,2,1,15,2,,,,,
Burak,Can,pca710,4,1,35,8,,,,,
Stefano,Caiazza,pca711,3,1,41,11,,,,,
Ester,Camiña,pca713,2,0,13,8,,,,,
Marcel,Canoy,pca714,6,4,130,20,,,,,
Daniele,Cavicchioli,pca715,3,1,27,8,,,,,
Dapeng,Cai,pca716,1,0,6,8,,,,,
Pamela,Campa,pca718,3,1,32,8,,,,,
Trudy,Cameron,pca72,17,27,1572,38,,,,,
David,Cantala,pca721,4,2,48,11,,,,,
Sanya,Carley,pca722,7,5,220,6,,,,,
Santiago,Caicedo,pca723,1,0,1,2,,,,,
Cem,Cakmakli,pca725,5,2,59,13,,,,,
Wenbiao,Cai,pca726,2,0,7,5,,,,,
Evren,Caglar,pca727,2,1,17,1,,,,,
Patrice,Cassagnard,pca728,1,0,4,10,,,,,
Elizabeth,Caucutt,pca73,9,9,369,17,,,,,
Jesus,Cañas,pca730,4,1,62,15,,,,,
Ignazio,Cabras,pca731,1,0,2,7,,,,,
Luis,Cabrera,pca732,1,0,6,1,,,,,
Charlotte,Cabane,pca733,4,0,25,5,,,,,
Paul,Carrillo,pca734,7,4,143,13,,,,,
David,Carfì,pca735,2,0,22,7,,,,,
Rebecca,Cassells,pca738,3,0,31,11,,,,,
Aida,Caldera,pca739,9,9,329,6,,,,,
Efrem,Castelnuovo,pca74,17,22,742,17,,,,,
Xavier,Calsamiglia,pca742,2,2,37,33,,,,,
Ruben,Castro,pca745,3,0,17,10,,,,,
Iacob,Catoiu,pca746,2,0,10,7,,,,,
Otaviano,Canuto,pca748,8,7,195,21,,,,,
Francesco,Casarin,pca751,1,0,3,1,,,,,
Stefano,Castriota,pca754,8,7,148,7,,,,,
Jorge,Castañeda Núñez,pca755,1,0,1,2,,,,,
Laura,Cavalli,pca756,3,1,26,6,,,,,
Elizabeth,Cascio,pca757,12,12,487,13,,,,,
S. Meral,Cakici,pca758,2,0,5,6,,,,,
George,Carutasu,pca759,1,0,2,9,,,,,
Ana,Carp,pca760,1,0,3,3,,,,,
Maria,Campos,pca761,3,1,40,9,,,,,
Analía,Calero,pca764,1,0,5,10,,,,,
David,Castells-Quintana,pca768,4,3,65,10,,,,,
Vitor,Carvalho,pca769,3,0,14,5,,,,,
Andrew,Caplin,pca77,24,33,2035,35,,,,,
Cinthya,Caamal Olvera,pca772,1,0,4,16,,,,,
John,Cajas Guijarro,pca774,1,0,1,5,,,,,
Andre,Carrascal Incera,pca775,1,0,2,5,,,,,
Hans,Carlsson,pca776,6,5,700,23,,,,,
Maria,Canon,pca777,2,0,19,6,,,,,
Phillip,Cartwright,pca779,1,1,15,21,,,,,
Ercüment,Camadan,pca780,2,0,8,1,,,,,
Fidel,Castro-Rodriguez,pca781,2,1,31,12,,,,,
Colin,Carter,pca783,13,25,661,38,,,,,
Fabio,Carlucci,pca785,1,0,2,3,,,,,
Julio,Carmona,pca786,2,0,6,5,,,,,
Luigi,Campiglio,pca788,3,0,18,15,,,,,
Alina,Carare,pca79,5,5,297,8,,,,,
Samuel,Cameron,pca790,8,8,378,25,,,,,
Irina,Caunic,pca793,1,0,1,3,,,,,
Jean-Paul,Carvalho,pca795,4,1,46,7,,,,,
Laurent,Cavenaile,pca796,4,1,31,4,,,,,
Jewelwayne,Cain,pca797,3,1,34,5,,,,,
Miguel,Carpio,pca799,1,1,12,6,,,,,
Luis,Carranza,pca8,6,4,129,17,,,,,
Carolina,Castilla,pca800,4,1,41,7,,,,,
Enza,Caruso,pca801,1,0,4,11,,,,,
Christopher,Carpenter,pca802,13,15,463,13,,,,,
Fausto,Cavallaro,pca804,4,2,102,8,,,,,
Jiling,Cao,pca805,3,3,37,6,,,,,
Ryan,Cardwell,pca806,2,0,12,11,,,,,
Damien,Capelle,pca807,1,0,3,3,,,,,
Maria Cristina,Cacciamali,pca808,1,0,2,34,,,,,
Fred,Carstensen,pca81,2,0,12,42,,,,,
Francisco,Cabrera-Hernandez,pca810,1,0,2,1,,,,,
Carlos,Carrasco,pca811,4,0,29,7,,,,,
Gonzalo,Caballero Miguez,pca813,3,1,57,10,,,,,
Rene,Cabral,pca816,3,1,46,11,,,,,
Christian,Cancino,pca817,2,0,7,16,,,,,
Sara,Capacci,pca818,2,2,33,9,,,,,
Marta,Castello-Branco,pca819,4,0,23,16,,,,,
Emilio,Calvo,pca82,7,6,141,24,,,,,
Fortuna,Casoria,pca820,2,0,14,1,,,,,
Lara,Cathcart,pca821,4,2,47,21,,,,,
Colleen,Casey,pca822,1,0,2,1,,,,,
Natalia,Cantor Vargas,pca823,1,0,3,1,,,,,
Robert,Cairns,pca824,10,10,335,37,,,,,
Valentina,Calderon Mejia,pca825,3,0,22,7,,,,,
Benjamin,Campbell,pca826,4,2,61,10,,,,,
Nadia,Campaniello,pca827,2,0,11,5,,,,,
R.,Castañeda,pca828,2,1,34,6,,,,,
Guilherme,Carmona,pca83,7,7,199,14,,,,,
Joël,Cariolle,pca830,3,1,29,7,,,,,
Warren,Carnow,pca832,2,1,15,3,,,,,
Anna,Cabigiosu,pca833,2,2,21,2,,,,,
Jose,Cao-Alvira,pca834,2,0,6,4,,,,,
Fernando,Carriazo,pca836,4,3,56,13,,,,,
Ana Katarina,Campelo,pca837,2,1,16,6,,,,,
Marika,Cabral,pca839,3,2,78,4,,,,,
Junning,Cai,pca84,2,2,41,6,,,,,
Anna,Carreras-Marín,pca840,2,0,7,9,,,,,
Kevin,Capehart,pca841,2,0,10,7,,,,,
Vlastimil,Cadek,pca842,1,0,4,1,,,,,
Isabelle,Cadoret,pca843,3,1,25,19,,,,,
Monica,Carmona,pca844,3,3,47,2,,,,,
Metin,Cakir,pca845,1,1,14,8,,,,,
Ozgur,Caliskan,pca848,1,0,2,1,,,,,
Bladimir,Carrillo,pca849,1,0,1,5,,,,,
Anna,Canato,pca850,2,0,8,11,,,,,
Elena,Capatina,pca852,2,1,20,4,,,,,
Huining,Cao,pca855,11,11,765,17,,,,,
Geoffrey,Carliner,pca858,7,7,294,23,,,,,
Vitor,Caldeirinha,pca859,1,0,4,4,,,,,
Paul,Cashin,pca86,21,33,1496,29,,,,,
Mercedes,Campi,pca861,1,0,3,12,,,,,
Paolo,Canofari,pca862,2,0,10,6,,,,,
Yinyin,Cai,pca863,1,0,1,4,,,,,
Michael,Caputo,pca864,7,4,179,33,,,,,
Maria Gabriella,Campolo,pca865,1,0,2,4,,,,,
Elias,Carroni,pca867,1,0,8,3,,,,,
Michael,Callen,pca868,6,5,185,8,,,,,
Alessandra,Casarico,pca869,6,5,170,20,,,,,
Carla,Calá,pca871,1,0,8,13,,,,,
Juan,Carluccio,pca872,4,4,98,9,,,,,
Marcos,Castro,pca874,3,2,75,5,,,,,
Claudia,Cantabene,pca875,2,0,11,9,,,,,
Yiyong,Cai,pca876,4,2,54,8,,,,,
Luis,Carvalho,pca877,2,0,13,4,,,,,
Raffaella,Calabrese,pca878,3,1,57,7,,,,,
Chiara,Cazzuffi,pca879,2,0,9,5,,,,,
Maria,Martins,pca88,6,6,182,14,,,,,
L. Roman,Carrasco,pca880,3,0,18,2,,,,,
Mark,Carlson,pca881,9,9,288,17,,,,,
Kevin,Cahill,pca882,5,1,54,17,,,,,
Paula,Carrasco,pca883,2,1,14,2,,,,,
Alessandro,Caiani,pca885,4,3,77,5,,,,,
Vincent,Carpentier,pca886,1,0,2,5,,,,,
Justin,Caron,pca888,6,3,100,7,,,,,
Jeffrey,Campbell,pca89,12,12,746,25,,,,,
Juana,Castillo,pca890,3,1,29,7,,,,,
Cesar,Calvo,pca891,6,5,159,11,,,,,
Federico,Caprotti,pca892,1,0,5,4,,,,,
Arianna,Caporali,pca893,1,0,1,2,,,,,
Joan,Calzada,pca894,6,4,129,14,,,,,
Gilles,Campagnolo,pca895,1,0,4,11,,,,,
Carlos,Caldarelli,pca896,1,0,1,4,,,,,
Miguel,Carrera Troyano,pca897,2,0,17,7,,,,,
Jin,Cao,pca899,3,0,21,8,,,,,
Micael,Castanheira,pca90,11,12,380,23,,,,,
Laura,Castellucci,pca900,2,1,15,14,,,,,
Marcelo,Caffera,pca901,2,0,10,13,,,,,
Burak,Camurdan,pca902,1,0,6,1,,,,,
Raif,Can,pca905,1,0,1,6,,,,,
Gabriela,Calderón,pca906,4,2,72,8,,,,,
Drew,Cameron,pca908,1,0,6,2,,,,,
Sandrine,Cazes,pca909,8,6,300,26,,,,,
Myles,Callan,pca91,1,1,28,4,,,,,
Cristiano,Castelfranchi,pca911,1,0,10,10,,,,,
Lorenzo,Carrera,pca912,1,0,6,1,,,,,
Stephanie,Carretero,pca913,2,0,7,5,,,,,
David,Carter,pca914,1,1,36,11,,,,,
Anna,Castañer,pca915,1,0,4,7,,,,,
Jose,Cadavid-Herrera,pca916,1,0,2,15,,,,,
Roberta,Cardani,pca917,2,1,16,4,,,,,
Gonzalo,Castañeda,pca921,2,0,15,21,,,,,
Alejandro,Caparros,pca923,7,6,124,10,,,,,
Alain,Carpentier,pca925,8,7,240,16,,,,,
Stuart,Cameron,pca926,1,0,1,3,,,,,
Paul,Catani,pca927,1,0,1,3,,,,,
Oscar,Cacho,pca929,8,8,197,27,,,,,
Jing,Cai,pca932,4,3,127,5,,,,,
Lina,Cardona-Sosa,pca934,5,2,74,15,,,,,
Alessandro,Cardinali,pca935,1,0,3,1,,,,,
Martha,Carro Fernández,pca938,1,0,4,1,,,,,
Jennifer,Carpenter,pca939,7,7,399,18,,,,,
Steven B,Caudill,pca94,12,15,633,31,,,,,
Joseph,Capuno,pca942,3,1,29,17,,,,,
Sandro,Castaldo,pca945,3,1,47,13,,,,,
Gelsomina,Catalano,pca946,1,0,2,3,,,,,
Javier,Cano-Urbina,pca949,1,0,4,2,,,,,
Cyril,Caillault,pca95,1,1,16,1,,,,,
Matteo,Cacciatore,pca950,7,5,151,6,,,,,
Julie,Caswell,pca951,13,18,735,33,,,,,
Thiago,Cacicedo,pca952,1,0,1,1,,,,,
Colin,Campbell,pca953,7,6,177,8,,,,,
Sara,Castellanos,pca954,4,3,111,14,,,,,
Patrick,Carter,pca955,4,1,31,5,,,,,
Frank,Caliendo,pca956,8,7,155,15,,,,,
Alessandra,Catozzella,pca957,4,1,41,7,,,,,
Itamar,Caspi,pca958,2,1,15,3,,,,,
Fernando,Cardim de Carvalho,pca959,3,0,29,34,,,,,
Leonard,Carlson,pca96,5,3,49,35,,,,,
Davide,Castellani,pca960,1,0,1,1,,,,,
Yongyang,Cai,pca961,4,2,88,8,,,,,
Eliana,Cardoso,pca962,9,7,273,36,,,,,
Ricardo,Cavalcanti,pca963,8,5,340,26,,,,,
Jean,Cartelier,pca966,3,1,52,42,,,,,
Fedora,Carbajal,pca967,2,0,11,6,,,,,
Miguel,Carriquiry,pca968,7,5,195,14,,,,,
Michael,Carter,pca969,24,47,2007,33,,,,,
Ana Rute,Cardoso,pca97,14,22,728,21,,,,,
Maite,Cabeza-Gutes,pca970,1,1,21,1,,,,,
Gastón,Carracelas,pca972,1,0,7,3,,,,,
Elke,Cabooter,pca973,1,1,12,1,,,,,
Emanuele,Campiglio,pca974,3,1,48,8,,,,,
Elisa,Cavatorta,pca975,2,0,10,3,,,,,
Ignacio,Cazcarro,pca976,3,0,28,4,,,,,
Andrea,Carugati,pca977,1,0,2,1,,,,,
Sarah,Carmichael,pca979,3,1,20,2,,,,,
Lea,Cassar,pca980,4,1,42,10,,,,,
Daniel,Carvalho,pca982,3,1,18,5,,,,,
Dong,Cao,pca983,1,0,2,2,,,,,
James,Carroll,pca984,3,0,30,11,,,,,
Rafael,Castro,pca986,1,0,1,9,,,,,
Marco,Cavalcanti,pca988,3,0,25,16,,,,,
Colleen,Carey,pca989,1,0,7,5,,,,,
Jose,Casado,pca99,4,2,90,12,,,,,
Brian,Cadena,pca991,6,5,126,10,,,,,
Maria,Castillo,pca993,1,0,1,16,,,,,
Hugh,Cassidy,pca994,1,0,6,1,,,,,
Martin,Cave,pca995,10,10,315,31,,,,,
José Juan,Cáceres-Hernández,pcc3,2,0,13,18,,,,,
Giovanni,Cespa,pce1,5,2,119,5,,,,,
Hugo,Cerqueira,pce10,1,0,2,21,,,,,
Laura,Cepeda Emiliani,pce100,3,0,17,4,,,,,
Denita,Cepiku,pce102,1,0,5,7,,,,,
Eralba,Cela,pce107,1,0,4,6,,,,,
Serhan,Cevik,pce110,5,1,69,6,,,,,
Marianna,Cervena,pce111,3,1,31,4,,,,,
Simone,Cerreia-Vioglio,pce113,8,7,254,9,,,,,
Eduard,Ceptureanu,pce114,3,0,36,8,,,,,
Sebastian,Ceptureanu,pce115,4,0,42,7,,,,,
Cristina,Cella,pce120,1,1,29,1,,,,,
Alessandra,Cepparulo,pce121,2,0,10,11,,,,,
Daniel,Cerqueira,pce122,1,0,5,10,,,,,
Bozidar,Cerovic,pce123,2,0,7,9,,,,,
Elena,Cettolin,pce124,3,1,24,6,,,,,
María,Cervini-Plá,pce126,4,0,29,8,,,,,
Luigi,Cembalo,pce127,3,2,71,9,,,,,
Aycan,Celikaksoy,pce129,3,1,26,13,,,,,
Ambrogio,Cesa-Bianchi,pce131,7,7,203,7,,,,,
Lidia,Ceriani,pce132,4,2,52,10,,,,,
Eugenio,Cerutti,pce135,14,15,621,12,,,,,
Oben,Ceryan,pce136,1,0,1,1,,,,,
Luis,Ceballos,pce137,2,0,8,8,,,,,
Ozcan,Ceylan,pce138,1,0,2,7,,,,,
Metin,Celebi,pce139,1,0,1,8,,,,,
Rodrigo,Ceni Gonzalez,pce142,1,0,9,10,,,,,
Pablo,Celhay,pce143,2,1,19,9,,,,,
Francesco,Cecchi,pce145,2,0,8,4,,,,,
José Luis,Cendejas Bueno,pce146,2,0,8,11,,,,,
Rodolfo,Cermeño,pce147,3,0,19,30,,,,,
Marco,Celentani,pce15,6,4,130,19,,,,,
Augusto,Cerqua,pce151,3,1,31,7,,,,,
Davide,Cerruti,pce153,1,0,2,4,,,,,
Resul,Cesur,pce154,5,4,89,6,,,,,
Jakub,Cerveny,pce156,1,1,10,4,,,,,
Mehmet,Celbis,pce158,1,0,6,2,,,,,
Freddy,Cepeda-Lopez,pce16,3,0,19,23,,,,,
Jorge,Cerna,pce162,1,0,3,2,,,,,
Juan,Cesco,pce165,2,0,11,23,,,,,
Irfan,Cercil,pce169,1,0,1,1,,,,,
Francisco,Ceballos,pce171,3,0,25,5,,,,,
Laurent,Cellarier,pce175,2,1,23,14,,,,,
Gino,Cenedese,pce176,3,2,36,4,,,,,
Frantisek,Cech,pce177,1,0,2,1,,,,,
Paola,Cerchiello,pce179,2,1,18,9,,,,,
Terence,Centner,pce180,3,0,30,33,,,,,
Elena,Cefis,pce182,11,12,612,19,,,,,
Fatih,Celebioglu,pce184,1,1,15,1,,,,,
Francesco,Cerigioni,pce186,1,0,3,1,,,,,
Murat,Celik,pce187,2,2,47,3,,,,,
Cecile,Cezanne,pce197,1,0,4,10,,,,,
Gorkem,Celik,pce23,4,2,68,11,,,,,
Nikita,Cespedes Reynaga,pce25,3,0,28,18,,,,,
Fabio,Cerina,pce26,4,1,41,16,,,,,
Ana,Cerro,pce27,2,0,14,14,,,,,
David,Cesarini,pce28,13,14,477,14,,,,,
Roberto,Cellini,pce29,12,17,428,29,,,,,
Giuseppe,Celi,pce30,2,0,16,16,,,,,
Onur,Celik,pce32,1,0,9,1,,,,,
Maria de Lourdes,Centeno,pce33,5,2,68,31,,,,,
Valerie,Cerra,pce34,11,12,776,17,,,,,
Nildag,Ceylan,pce35,3,1,80,8,,,,,
Giacinta,Cestone,pce36,4,3,177,5,,,,,
Mário,Centeno,pce38,10,11,320,15,,,,,
Stephen,Cecchetti,pce4,34,64,4050,37,,,,,
Giovanni,Cerulli,pce40,6,5,160,13,,,,,
Michela,Cella,pce42,3,1,26,12,,,,,
Pedro,Cerqueira,pce43,5,3,96,9,,,,,
Vittoria,Cerasi,pce44,5,4,166,22,,,,,
Gilbert,Cette,pce45,12,18,815,37,,,,,
Emilio,Cerdá,pce46,4,1,40,18,,,,,
Berardino,Cesi,pce47,2,0,19,11,,,,,
Marco,Centoni,pce48,3,2,42,12,,,,,
Lucian,Cernat,pce5,6,2,86,16,,,,,
Matteo,Cervellati,pce51,12,15,701,15,,,,,
Tatiana,Cesaroni,pce52,4,1,39,13,,,,,
Luis,Cespedes,pce53,12,14,948,17,,,,,
Mario,Cedrini,pce55,3,0,28,11,,,,,
Giovanni,Cesaroni,pce56,2,0,6,19,,,,,
Merve,Cebi,pce57,2,2,90,6,,,,,
Ricardo,Server Izquierdo,pce59,4,3,289,6,,,,,
Rodrigo,Cerda,pce60,6,4,106,15,,,,,
Daniele,Cerrato,pce62,3,1,34,14,,,,,
Corrado,Cerruti,pce63,1,0,2,6,,,,,
Simone,Cecchini,pce65,6,4,112,15,,,,,
Tamer,Cetin,pce66,3,1,24,12,,,,,
Roy,Cerqueti,pce67,4,2,72,12,,,,,
Alfio,Cerami,pce68,1,0,1,1,,,,,
Mario,Cerrato,pce69,7,4,151,15,,,,,
Nicola,Cetorelli,pce70,16,18,1596,20,,,,,
Andres,Cendales,pce72,2,0,9,12,,,,,
Sergio,Cesaratto,pce73,7,6,143,26,,,,,
Dilek,Cetin,pce75,1,0,4,7,,,,,
Elena,Cedrola,pce77,1,0,3,6,,,,,
Grazia,Cecere,pce79,4,2,43,6,,,,,
Michele Graziano,Ceddia,pce80,2,0,16,10,,,,,
Samuele,Centorrino,pce81,2,0,16,5,,,,,
João,Cerdeira Bento,pce82,2,1,20,6,,,,,
Levent,Celik,pce84,2,1,28,8,,,,,
Sanli,Ceyhan Darendeli,pce86,5,2,73,8,,,,,
Riccardo,Cesari,pce87,4,2,88,21,,,,,
Floriana,Cerniglia,pce88,6,5,271,13,,,,,
Jérémy,Celse,pce89,2,0,10,7,,,,,
Massimiliano,Cecconi,pce9,1,0,3,7,,,,,
Stanislav,Cernosa,pce90,1,0,1,9,,,,,
Inmaculada,Cebrián,pce91,1,0,6,16,,,,,
Sebastián,Cea,pce92,2,0,8,8,,,,,
Evren,Ceritoglu,pce94,4,1,30,15,,,,,
Martina,Cecioni,pce95,5,5,126,7,,,,,
Diego,Cerdeiro,pce97,2,0,12,9,,,,,
Richard,Cebula,pce99,11,16,693,49,,,,,
Romulo,Chumacero,pch1,8,6,201,24,,,,,
Gilles,Chemla,pch100,3,1,51,3,,,,,
Tao,Chen,pch1000,2,0,12,8,,,,,
Gastón,Chaumont,pch1001,1,0,8,6,,,,,
Liang,Chen,pch1002,1,1,30,3,,,,,
Yichun,Chi,pch1003,5,2,72,8,,,,,
Rosen Azad,Chowdhury,pch1005,1,0,8,1,,,,,
Alexander,Chubrik,pch1007,3,0,16,6,,,,,
Seungmoon,Choi,pch1008,2,1,17,4,,,,,
Yu-Fu,Chen,pch101,6,4,128,21,,,,,
Alfred,Chandler,pch1010,7,4,315,46,,,,,
Ei Yet,Chu,pch1012,1,0,1,1,,,,,
Luminita,Chivu,pch1014,1,0,3,20,,,,,
Walid,Chkili,pch1017,6,5,196,6,,,,,
Mohammed,Chahim,pch1018,1,0,6,1,,,,,
Wing,Chan,pch102,8,7,272,16,,,,,
Tai-Liang,Chen,pch1020,3,3,55,10,,,,,
Qian,Chen,pch1021,2,0,8,4,,,,,
Zhihong,Chen,pch1022,6,2,87,7,,,,,
Victoria,Chick,pch1025,6,5,148,30,,,,,
Vincent,Chandler,pch1028,2,0,8,3,,,,,
Pei-I,Chou,pch1035,1,1,13,1,,,,,
Matthieu,Charpe,pch1036,6,2,79,8,,,,,
Tsangyao,Chang,pch1037,13,22,853,20,,,,,
I-Ming,Chiu,pch1038,2,1,34,8,,,,,
Somnath,Chattopadhyay,pch1039,2,1,18,7,,,,,
Yi-Kai,Chen,pch104,1,1,11,11,,,,,
Shun,Chonabayashi,pch1045,3,1,47,5,,,,,
David,Christafore,pch1046,1,0,3,3,,,,,
Wei,Chen,pch1047,1,0,2,1,,,,,
Adrian,Chadi,pch1049,6,2,95,7,,,,,
Christopher,Chibwana,pch1051,2,2,78,2,,,,,
Chia-Hui,Chen,pch1055,1,0,8,6,,,,,
Rajesh,Chadha,pch1056,3,0,16,18,,,,,
Jean,Chateau,pch1061,9,9,279,21,,,,,
Phillip,Chindamo,pch1063,1,0,1,2,,,,,
Vincent,Chatellier,pch1064,2,0,8,21,,,,,
George,Chalamandaris,pch1065,2,1,21,7,,,,,
Kelvin,Chan,pch1066,1,0,3,3,,,,,
José María,Chamorro Rivas,pch1068,4,3,51,7,,,,,
Jiawei,Chen,pch1069,5,2,81,7,,,,,
Ines,Chaieb,pch1070,3,2,47,11,,,,,
Anindya,Chaudhuri,pch1071,2,2,47,6,,,,,
Banchongsan,Charoensook,pch1073,1,0,3,5,,,,,
Terkel,Christiansen,pch1074,8,6,388,22,,,,,
Andrew,Chalk,pch1076,2,2,42,3,,,,,
Jiaqian,Chen,pch1077,1,0,1,1,,,,,
Guenther,Chaloupek,pch1078,3,0,20,35,,,,,
Lucy,Chong,pch1081,1,0,3,1,,,,,
Maria,Cheung,pch1082,2,0,8,4,,,,,
Guy,Chapda Nana,pch1083,1,0,3,4,,,,,
Huafeng (Jason),Chen,pch1084,3,3,131,7,,,,,
Jia,Chen,pch1085,6,3,99,9,,,,,
Prakashan,Chellattan Veettil,pch1088,2,0,15,6,,,,,
Vatthanamixay,Chansomphou,pch1090,1,0,2,1,,,,,
Nicos,Christodoulakis,pch1092,8,7,256,28,,,,,
Seo-Young,Cho,pch1094,5,1,55,7,,,,,
Viviane,Chen,pch1095,1,1,10,1,,,,,
Anping,Chen,pch1096,6,3,76,12,,,,,
Duangkamon,Chotikapanich,pch1098,8,7,223,21,,,,,
Yi,Che,pch1099,3,1,25,4,,,,,
